Datetime,AEP,COMED,DAYTON,DEOK,DOM,DUQ,EKPC,FE,NI,PJME,PJMW,PJM_Load,Year,Month,Day,Weekday,Is_Weekend,Hour
1998-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26061.125,1998,4,14,1.0,0.0,0.0
1998-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26190.458333333332,1998,4,15,2.0,0.0,0.0
1998-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26540.875,1998,4,16,3.0,0.0,0.0
1998-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26620.958333333332,1998,4,17,4.0,0.0,0.0
1998-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22774.083333333332,1998,4,18,5.0,1.0,0.0
1998-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22617.708333333332,1998,4,19,6.0,1.0,0.0
1998-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26209.791666666668,1998,4,20,0.0,0.0,0.0
1998-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26418.416666666668,1998,4,21,1.0,0.0,0.0
1998-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26169.666666666668,1998,4,22,2.0,0.0,0.0
1998-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26289.0,1998,4,23,3.0,0.0,0.0
1998-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25949.125,1998,4,24,4.0,0.0,0.0
1998-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22630.708333333332,1998,4,25,5.0,1.0,0.0
1998-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22306.958333333332,1998,4,26,6.0,1.0,0.0
1998-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26044.916666666668,1998,4,27,0.0,0.0,0.0
1998-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26454.041666666668,1998,4,28,1.0,0.0,0.0
1998-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26469.833333333332,1998,4,29,2.0,0.0,0.0
1998-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26317.291666666668,1998,4,30,3.0,0.0,0.0
1998-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26088.166666666668,1998,5,1,4.0,0.0,0.0
1998-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23021.208333333332,1998,5,2,5.0,1.0,0.0
1998-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21968.833333333332,1998,5,3,6.0,1.0,0.0
1998-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26257.375,1998,5,4,0.0,0.0,0.0
1998-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26577.875,1998,5,5,1.0,0.0,0.0
1998-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26641.583333333332,1998,5,6,2.0,0.0,0.0
1998-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26794.541666666668,1998,5,7,3.0,0.0,0.0
1998-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26482.083333333332,1998,5,8,4.0,0.0,0.0
1998-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23562.916666666668,1998,5,9,5.0,1.0,0.0
1998-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22177.791666666668,1998,5,10,6.0,1.0,0.0
1998-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26501.791666666668,1998,5,11,0.0,0.0,0.0
1998-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27696.375,1998,5,12,1.0,0.0,0.0
1998-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27232.25,1998,5,13,2.0,0.0,0.0
1998-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26465.5,1998,5,14,3.0,0.0,0.0
1998-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27276.083333333332,1998,5,15,4.0,0.0,0.0
1998-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26124.833333333332,1998,5,16,5.0,1.0,0.0
1998-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24592.333333333332,1998,5,17,6.0,1.0,0.0
1998-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28856.208333333332,1998,5,18,0.0,0.0,0.0
1998-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30789.916666666668,1998,5,19,1.0,0.0,0.0
1998-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31921.625,1998,5,20,2.0,0.0,0.0
1998-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30832.416666666668,1998,5,21,3.0,0.0,0.0
1998-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26407.416666666668,1998,5,22,4.0,0.0,0.0
1998-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22677.208333333332,1998,5,23,5.0,1.0,0.0
1998-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21668.833333333332,1998,5,24,6.0,1.0,0.0
1998-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23132.375,1998,5,25,0.0,0.0,0.0
1998-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28145.083333333332,1998,5,26,1.0,0.0,0.0
1998-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28624.291666666668,1998,5,27,2.0,0.0,0.0
1998-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29879.291666666668,1998,5,28,3.0,0.0,0.0
1998-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31558.333333333332,1998,5,29,4.0,0.0,0.0
1998-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29639.791666666668,1998,5,30,5.0,1.0,0.0
1998-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30181.208333333332,1998,5,31,6.0,1.0,0.0
1998-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29801.666666666668,1998,6,1,0.0,0.0,0.0
1998-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28224.416666666668,1998,6,2,1.0,0.0,0.0
1998-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27626.708333333332,1998,6,3,2.0,0.0,0.0
1998-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26594.208333333332,1998,6,4,3.0,0.0,0.0
1998-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26288.25,1998,6,5,4.0,0.0,0.0
1998-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22998.625,1998,6,6,5.0,1.0,0.0
1998-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21785.791666666668,1998,6,7,6.0,1.0,0.0
1998-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26107.541666666668,1998,6,8,0.0,0.0,0.0
1998-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26892.791666666668,1998,6,9,1.0,0.0,0.0
1998-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27089.75,1998,6,10,2.0,0.0,0.0
1998-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27342.791666666668,1998,6,11,3.0,0.0,0.0
1998-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27915.541666666668,1998,6,12,4.0,0.0,0.0
1998-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25736.25,1998,6,13,5.0,1.0,0.0
1998-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24194.125,1998,6,14,6.0,1.0,0.0
1998-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28888.333333333332,1998,6,15,0.0,0.0,0.0
1998-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31859.958333333332,1998,6,16,1.0,0.0,0.0
1998-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31906.833333333332,1998,6,17,2.0,0.0,0.0
1998-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32576.833333333332,1998,6,18,3.0,0.0,0.0
1998-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32309.458333333332,1998,6,19,4.0,0.0,0.0
1998-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31420.375,1998,6,20,5.0,1.0,0.0
1998-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30826.791666666668,1998,6,21,6.0,1.0,0.0
1998-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32828.625,1998,6,22,0.0,0.0,0.0
1998-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32828.541666666664,1998,6,23,1.0,0.0,0.0
1998-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34714.083333333336,1998,6,24,2.0,0.0,0.0
1998-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38110.916666666664,1998,6,25,3.0,0.0,0.0
1998-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38800.375,1998,6,26,4.0,0.0,0.0
1998-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33671.291666666664,1998,6,27,5.0,1.0,0.0
1998-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27616.208333333332,1998,6,28,6.0,1.0,0.0
1998-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31272.958333333332,1998,6,29,0.0,0.0,0.0
1998-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34012.583333333336,1998,6,30,1.0,0.0,0.0
1998-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30564.791666666668,1998,7,1,2.0,0.0,0.0
1998-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30659.041666666668,1998,7,2,3.0,0.0,0.0
1998-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29078.708333333332,1998,7,3,4.0,0.0,0.0
1998-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27582.708333333332,1998,7,4,5.0,1.0,0.0
1998-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26786.875,1998,7,5,6.0,1.0,0.0
1998-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30619.458333333332,1998,7,6,0.0,0.0,0.0
1998-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31424.333333333332,1998,7,7,1.0,0.0,0.0
1998-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29338.166666666668,1998,7,8,2.0,0.0,0.0
1998-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30439.25,1998,7,9,3.0,0.0,0.0
1998-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32702.458333333332,1998,7,10,4.0,0.0,0.0
1998-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26840.041666666668,1998,7,11,5.0,1.0,0.0
1998-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26090.375,1998,7,12,6.0,1.0,0.0
1998-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32466.458333333332,1998,7,13,0.0,0.0,0.0
1998-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34770.708333333336,1998,7,14,1.0,0.0,0.0
1998-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35643.958333333336,1998,7,15,2.0,0.0,0.0
1998-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36653.25,1998,7,16,3.0,0.0,0.0
1998-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37378.541666666664,1998,7,17,4.0,0.0,0.0
1998-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32750.166666666668,1998,7,18,5.0,1.0,0.0
1998-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30566.708333333332,1998,7,19,6.0,1.0,0.0
1998-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37764.833333333336,1998,7,20,0.0,0.0,0.0
1998-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38775.791666666664,1998,7,21,1.0,0.0,0.0
1998-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40323.75,1998,7,22,2.0,0.0,0.0
1998-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39398.166666666664,1998,7,23,3.0,0.0,0.0
1998-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36084.541666666664,1998,7,24,4.0,0.0,0.0
1998-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29905.666666666668,1998,7,25,5.0,1.0,0.0
1998-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28013.75,1998,7,26,6.0,1.0,0.0
1998-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32998.541666666664,1998,7,27,0.0,0.0,0.0
1998-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35596.458333333336,1998,7,28,1.0,0.0,0.0
1998-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37873.791666666664,1998,7,29,2.0,0.0,0.0
1998-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37056.958333333336,1998,7,30,3.0,0.0,0.0
1998-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32601.708333333332,1998,7,31,4.0,0.0,0.0
1998-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27015.166666666668,1998,8,1,5.0,1.0,0.0
1998-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25786.375,1998,8,2,6.0,1.0,0.0
1998-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31401.5,1998,8,3,0.0,0.0,0.0
1998-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33270.5,1998,8,4,1.0,0.0,0.0
1998-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33819.25,1998,8,5,2.0,0.0,0.0
1998-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33994.75,1998,8,6,3.0,0.0,0.0
1998-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33710.75,1998,8,7,4.0,0.0,0.0
1998-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31770.166666666668,1998,8,8,5.0,1.0,0.0
1998-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31638.083333333332,1998,8,9,6.0,1.0,0.0
1998-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36293.208333333336,1998,8,10,0.0,0.0,0.0
1998-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36435.541666666664,1998,8,11,1.0,0.0,0.0
1998-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34783.25,1998,8,12,2.0,0.0,0.0
1998-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33158.5,1998,8,13,3.0,0.0,0.0
1998-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32128.666666666668,1998,8,14,4.0,0.0,0.0
1998-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29836.75,1998,8,15,5.0,1.0,0.0
1998-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29985.875,1998,8,16,6.0,1.0,0.0
1998-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35428.208333333336,1998,8,17,0.0,0.0,0.0
1998-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35803.333333333336,1998,8,18,1.0,0.0,0.0
1998-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29157.166666666668,1998,8,19,2.0,0.0,0.0
1998-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28448.916666666668,1998,8,20,3.0,0.0,0.0
1998-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30488.416666666668,1998,8,21,4.0,0.0,0.0
1998-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31069.875,1998,8,22,5.0,1.0,0.0
1998-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32197.416666666668,1998,8,23,6.0,1.0,0.0
1998-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38720.083333333336,1998,8,24,0.0,0.0,0.0
1998-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38848.041666666664,1998,8,25,1.0,0.0,0.0
1998-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39335.916666666664,1998,8,26,2.0,0.0,0.0
1998-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36979.791666666664,1998,8,27,3.0,0.0,0.0
1998-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35965.333333333336,1998,8,28,4.0,0.0,0.0
1998-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32918.791666666664,1998,8,29,5.0,1.0,0.0
1998-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31839.875,1998,8,30,6.0,1.0,0.0
1998-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36323.875,1998,8,31,0.0,0.0,0.0
1998-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32924.208333333336,1998,9,1,1.0,0.0,0.0
1998-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32356.791666666668,1998,9,2,2.0,0.0,0.0
1998-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31441.75,1998,9,3,3.0,0.0,0.0
1998-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32099.208333333332,1998,9,4,4.0,0.0,0.0
1998-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26529.708333333332,1998,9,5,5.0,1.0,0.0
1998-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27237.666666666668,1998,9,6,6.0,1.0,0.0
1998-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29718.666666666668,1998,9,7,0.0,0.0,0.0
1998-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28703.041666666668,1998,9,8,1.0,0.0,0.0
1998-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26993.208333333332,1998,9,9,2.0,0.0,0.0
1998-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27098.958333333332,1998,9,10,3.0,0.0,0.0
1998-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27694.458333333332,1998,9,11,4.0,0.0,0.0
1998-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27608.041666666668,1998,9,12,5.0,1.0,0.0
1998-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28876.75,1998,9,13,6.0,1.0,0.0
1998-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34116.916666666664,1998,9,14,0.0,0.0,0.0
1998-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35504.166666666664,1998,9,15,1.0,0.0,0.0
1998-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37139.333333333336,1998,9,16,2.0,0.0,0.0
1998-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33084.583333333336,1998,9,17,3.0,0.0,0.0
1998-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31015.333333333332,1998,9,18,4.0,0.0,0.0
1998-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27214.208333333332,1998,9,19,5.0,1.0,0.0
1998-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27183.125,1998,9,20,6.0,1.0,0.0
1998-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33677.333333333336,1998,9,21,0.0,0.0,0.0
1998-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32511.833333333332,1998,9,22,1.0,0.0,0.0
1998-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27097.708333333332,1998,9,23,2.0,0.0,0.0
1998-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26450.25,1998,9,24,3.0,0.0,0.0
1998-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26849.958333333332,1998,9,25,4.0,0.0,0.0
